상병기호,한글명,영문명,완전코드구분,주상병사용구분,법정감염병구분,성별구분,상한연령,하한연령,양한방구분
O3403,"쌍각자궁에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for uterus bicornis, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3404,"자궁의 선천기형에 대한 산모관리, 임신 42주 이상","Maternal care for congenital malformation of uterus, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3404,"이중자궁에 대한 산모관리, 임신 42주 이상","Maternal care for double uterus, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3404,"쌍각자궁에 대한 산모관리, 임신 42주 이상","Maternal care for uterus bicornis, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3409,"자궁의 선천기형에 대한 산모관리, 상세불명의 임신기간","Maternal care for congenital malformation of uterus, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O3409,"이중자궁에 대한 산모관리, 상세불명의 임신기간","Maternal care for double uterus, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O3409,"쌍각자궁에 대한 산모관리, 상세불명의 임신기간","Maternal care for uterus bicornis, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O341,자궁체부종양에 대한 산모관리,Maternal care for tumour of corpus uteri,N,,,X,60,8,양·한방 공통
O341,자궁체부폴립에 대한 산모관리,Maternal care for polyp of corpus uteri,N,,,X,60,8,양·한방 공통
O341,자궁근종에 대한 산모관리,Maternal care for uterine fibroid,N,,,X,60,8,양·한방 공통
O3410,"자궁체부종양에 대한 산모관리, 임신 22주 미만","Maternal care for tumour of corpus uteri, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3410,"자궁체부폴립에 대한 산모관리, 임신 22주 미만","Maternal care for polyp of corpus uteri, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3410,"자궁근종에 대한 산모관리, 임신 22주 미만","Maternal care for uterine fibroid, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3411,"자궁체부종양에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for tumour of corpus uteri, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3411,"자궁체부폴립에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for polyp of corpus uteri, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3411,"자궁근종에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for uterine fibroid, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3412,"자궁체부종양에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for tumour of corpus uteri, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3412,"자궁체부폴립에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for polyp of corpus uteri, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3412,"자궁근종에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for uterine fibroid, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3413,"자궁체부종양에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for tumour of corpus uteri, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3413,"자궁체부폴립에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for polyp of corpus uteri, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3413,"자궁근종에 대한 산모관리, 임신 37 주 이상 ~ 42주 미만","Maternal care for uterine fibroid, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3414,"자궁체부종양에 대한 산모관리, 임신 42주 이상","Maternal care for tumour of corpus uteri, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3414,"자궁체부폴립에 대한 산모관리, 임신 42주 이상","Maternal care for polyp of corpus uteri, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3414,"자궁근종에 대한 산모관리, 임신 42주 이상","Maternal care for uterine fibroid, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3419,"자궁체부종양에 대한 산모관리, 상세불명의 임신기간","Maternal care for tumour of corpus uteri, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O3419,"자궁체부폴립에 대한 산모관리, 상세불명의 임신기간","Maternal care for polyp of corpus uteri, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O3419,"자궁근종에 대한 산모관리, 상세불명의 임신기간","Maternal care for uterine fibroid, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O342,이전의 외과수술로 인한 자궁흉터에 대한 산모관리,Maternal care due to uterine scar from previous surgery,N,,,X,60,8,양·한방 공통
O3421,이전의 자궁하부횡절개로 인한 자궁흉터에 대한 산모관리,Maternal care for uterine scar from previous lower segment transverse incision of uterus,,,,X,60,8,양·한방 공통
O3422,이전의 기타 및 상세불명의 제왕절개로 인한 자궁흉터에 대한 산모관리,Maternal care due to uterine scar from other and unspecified previous caesarean section,,,,X,60,8,양·한방 공통
O3422,역 T자 모양 절개로 인한 자궁흉터에 대한 산모관리,Maternal care due to uterine scar from inverted T incision,,,,X,60,8,양·한방 공통
O3422,고전적 종절개로 인한 자궁흉터에 대한 산모관리,Maternal care due to uterine scar from classical incision,,,,X,60,8,양·한방 공통
O3428,이전의 기타 외과수술로 인한 자궁흉터에 대한 산모관리,Maternal care due to uterine scar from other previous surgery,,,,X,60,8,양·한방 공통
O343,자궁경부부전에 대한 산모관리,Maternal care for cervical incompetence,N,,,X,60,8,양·한방 공통
O343,자궁경부부전에 대한 언급이 있거나 없는 자궁경관원형결찰술에 대한 산모관리,Maternal care for cerclage with or without mention of cervical incompetence,N,,,X,60,8,양·한방 공통
O343,자궁경부부전에 대한 언급이 있거나 없는 쉬로드카법봉합에 대한 산모관리,Maternal care for Shirodkar suture with or without mention of cervical incompetence,N,,,X,60,8,양·한방 공통
O3430,"자궁경부부전에 대한 산모관리, 임신 22주 미만","Maternal care for cervical incompetence, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3430,"자궁경부부전에 대한 언급이 있거나 없는 자궁경관원형결찰술에 대한 산모관리, 임신 22주 미만","Maternal care for cerclage with or without mention of cervical incompetence, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3430,"자궁경부부전에 대한 언급이 있거나 없는 쉬로드카법봉합에 대한 산모관리, 임신 22주 미만","Maternal care for Shirodkar suture with or without mention of cervical incompetence, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3431,"자궁경부부전에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for cervical incompetence, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3431,"자궁경부부전에 대한 언급이 있거나 없는 자궁경관원형결찰술에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for cerclage with or without mention of cervical incompetence, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3431,"자궁경부부전에 대한 언급이 있거나 없는 쉬로드카법봉합에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for Shirodkar suture with or without mention of cervical incompetence, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3432,"자궁경부부전에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for cervical incompetence, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3432,"자궁경부부전에 대한 언급이 있거나 없는 자궁경관원형결찰술에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for cerclage with or without mention of cervical incompetence, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3432,"자궁경부부전에 대한 언급이 있거나 없는 쉬로드카법봉합에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for Shirodkar suture with or without mention of cervical incompetence, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3433,"자궁경부부전에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for cervical incompetence, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3433,"자궁경부부전에 대한 언급이 있거나 없는 자궁경관원형결찰술에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for cerclage with or without mention of cervical incompetence, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3433,"자궁경부부전에 대한 언급이 있거나 없는 쉬로드카법봉합에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for Shirodkar suture with or without mention of cervical incompetence, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3434,"자궁경부부전에 대한 산모관리, 임신 42주 이상","Maternal care for cervical incompetence, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3434,"자궁경부부전에 대한 언급이 있거나 없는 자궁경관원형결찰술에 대한 산모관리, 임신 42주 이상","Maternal care for cerclage with or without mention of cervical incompetence, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3434,"자궁경부부전에 대한 언급이 있거나 없는 쉬로드카법봉합에 대한 산모관리, 임신 42주 이상","Maternal care for Shirodkar suture with or without mention of cervical incompetence, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3439,"자궁경부부전에 대한 산모관리, 상세불명의 임신기간","Maternal care for cervical incompetence, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O3439,"자궁경부부전에 대한 언급이 있거나 없는 자궁경관원형결찰술에 대한 산모관리, 상세불명의 임신기간","Maternal care for cerclage with or without mention of cervical incompetence, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O3439,"자궁경부부전에 대한 언급이 있거나 없는 쉬로드카법봉합에 대한 산모관리, 상세불명의 임신기간","Maternal care for Shirodkar suture with or without mention of cervical, unspecified pregnancy duration incompetence",,,,X,60,8,양·한방 공통
O344,자궁경부의 기타 이상에 대한 산모관리,Maternal care for other abnormalities of cervix,N,,,X,60,8,양·한방 공통
O344,자궁경부의 폴립에 대한 산모관리에 대한 산모관리,Maternal care for polyp of cervix,N,,,X,60,8,양·한방 공통
O344,이전의 자궁경부의 수술에 대한 산모관리에 대한 산모관리,Maternal care for previous surgery to cervix,N,,,X,60,8,양·한방 공통
O344,자궁경부의 협착에 대한 산모관리에 대한 산모관리,Maternal care for stricture or stenosis of cervix,N,,,X,60,8,양·한방 공통
O344,자궁경부의 종양에 대한 산모관리에 대한 산모관리,Maternal care for tumour of cervix,N,,,X,60,8,양·한방 공통
O3440,"자궁경부의 기타 이상에 대한 산모관리, 임신 22주 미만","Maternal care for other abnormalities of cervix, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3440,"자궁경부의 폴립에 대한 산모관리에 대한 산모관리, 임신 22주 미만","Maternal care for polyp of cervix, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3440,"이전의 자궁경부의 수술에 대한 산모관리에 대한 산모관리, 임신 22주 미만","Maternal care for previous surgery to cervix, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3440,"자궁경부의 협착에 대한 산모관리에 대한 산모관리, 임신 22주 미만","Maternal care for stricture or stenosis of cervix, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3440,"자궁경부의 종양에 대한 산모관리에 대한 산모관리, 임신 22주 미만","Maternal care for tumour of cervix, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3441,"자궁경부의 기타 이상에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for other abnormalities of cervix, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3441,"자궁경부의 폴립에 대한 산모관리에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for polyp of cervix, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3441,"이전의 자궁경부의 수술에 대한 산모관리에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for previous surgery to cervix, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3441,"자궁경부의 협착에 대한 산모관리에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for stricture or stenosis of cervix, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3441,"자궁경부의 종양에 대한 산모관리에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for tumour of cervix, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3442,"자궁경부의 기타 이상에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for other abnormalities of cervix, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3442,"자궁경부의 폴립에 대한 산모관리에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for polyp of cervix, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3442,"이전의 자궁경부의 수술에 대한 산모관리에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for previous surgery to cervix, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3442,"자궁경부의 협착에 대한 산모관리에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for stricture or stenosis of cervix, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3442,"자궁경부의 종양에 대한 산모관리에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for tumour of cervix, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3443,"자궁경부의 기타 이상에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for other abnormalities of cervix, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3443,"자궁경부의 폴립에 대한 산모관리에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for polyp of cervix, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3443,"이전의 자궁경부의 수술에 대한 산모관리에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for previous surgery to cervix, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3443,"자궁경부의 협착에 대한 산모관리에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for stricture or stenosis of cervix, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3443,"자궁경부의 종양에 대한 산모관리에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for tumour of cervix, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3444,"자궁경부의 기타 이상에 대한 산모관리, 임신 42주 이상","Maternal care for other abnormalities of cervix, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3444,"자궁경부의 폴립에 대한 산모관리에 대한 산모관리, 임신 42주 이상","Maternal care for polyp of cervix, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3444,"이전의 자궁경부의 수술에 대한 산모관리에 대한 산모관리, 임신 42주 이상","Maternal care for previous surgery to cervix, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3444,"자궁경부의 협착에 대한 산모관리에 대한 산모관리, 임신 42주 이상","Maternal care for stricture or stenosis of cervix, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3444,"자궁경부의 종양에 대한 산모관리에 대한 산모관리, 임신 42주 이상","Maternal care for tumour of cervix, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3449,"자궁경부의 기타 이상에 대한 산모관리, 상세불명의 임신기간","Maternal care for other abnormalities of cervix, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O3449,"자궁경부의 폴립에 대한 산모관리에 대한 산모관리, 상세불명의 임신기간","Maternal care for polyp of cervix, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O3449,"이전의 자궁경부의 수술에 대한 산모관리에 대한 산모관리, 상세불명의 임신기간","Maternal care for previous surgery to cervix, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O3449,"자궁경부의 협착에 대한 산모관리에 대한 산모관리, 상세불명의 임신기간","Maternal care for stricture or stenosis of cervix, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O3449,"자궁경부의 종양에 대한 산모관리에 대한 산모관리, 상세불명의 임신기간","Maternal care for tumour of cervix, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O345,임신자궁의 기타 이상에 대한 산모관리,Maternal care for other abnormalities of gravid uterus,N,,,X,60,8,양·한방 공통
O345,임신자궁의 감돈에 대한 산모관리,Maternal care for incarceration of gravid uterus,N,,,X,60,8,양·한방 공통
O345,임신자궁의 탈출에 대한 산모관리,Maternal care for prolapse of gravid uterus,N,,,X,60,8,양·한방 공통
O345,임신자궁의 후경에 대한 산모관리,Maternal care for retroversion of gravid uterus,N,,,X,60,8,양·한방 공통
O3450,"임신자궁의 기타 이상에 대한 산모관리, 임신 22주 미만","Maternal care for other abnormalities of gravid uterus, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3450,"임신자궁의 감돈에 대한 산모관리, 임신 22주 미만","Maternal care for incarceration of gravid uterus, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3450,"임신자궁의 탈출에 대한 산모관리, 임신 22주 미만","Maternal care for prolapse of gravid uterus, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3450,"임신자궁의 후경에 대한 산모관리, 임신 22주 미만","Maternal care for retroversion of gravid uterus, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3451,"임신자궁의 기타 이상에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for other abnormalities of gravid uterus, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3451,"임신자궁의 감돈에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for incarceration of gravid uterus, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3451,"임신자궁의 탈출에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for prolapse of gravid uterus, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3451,"임신자궁의 후경에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for retroversion of gravid uterus, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3452,"임신자궁의 기타 이상에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for other abnormalities of gravid uterus, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3452,"임신자궁의 감돈에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for incarceration of gravid uterus, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3452,"임신자궁의 탈출에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for prolapse of gravid uterus, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3452,"임신자궁의 후경에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for retroversion of gravid uterus, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3453,"임신자궁의 기타 이상에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for other abnormalities of gravid uterus, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3453,"임신자궁의 감돈에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for incarceration of gravid uterus, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3453,"임신자궁의 탈출에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for prolapse of gravid uterus, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3453,"임신자궁의 후경에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for retroversion of gravid uterus, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3454,"임신자궁의 기타 이상에 대한 산모관리, 임신 42주 이상","Maternal care for other abnormalities of gravid uterus, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3454,"임신자궁의 감돈에 대한 산모관리, 임신 42주 이상","Maternal care for incarceration of gravid uterus, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3454,"임신자궁의 탈출에 대한 산모관리, 임신 42주 이상","Maternal care for prolapse of gravid uterus, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3454,"임신자궁의 후경에 대한 산모관리, 임신 42주 이상","Maternal care for retroversion of gravid uterus, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3459,"임신자궁의 기타 이상에 대한 산모관리, 상세불명의 임신기간","Maternal care for other abnormalities of gravid uterus, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O3459,"임신자궁의 감돈에 대한 산모관리, 상세불명의 임신기간","Maternal care for incarceration of gravid uterus, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O3459,"임신자궁의 탈출에 대한 산모관리, 상세불명의 임신기간","Maternal care for prolapse of gravid uterus, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O3459,"임신자궁의 후경에 대한 산모관리, 상세불명의 임신기간","Maternal care for retroversion of gravid uterus, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O346,질의 이상에 대한 산모관리,Maternal care for abnormality of vagina,N,,,X,60,8,양·한방 공통
O346,질의 이전 수술에 대한 산모관리,Maternal care for previous surgery to vagina,N,,,X,60,8,양·한방 공통
O346,격막질에 대한 산모관리,Maternal care for septate vagina,N,,,X,60,8,양·한방 공통
O346,질협착(후천성)(선천성)에 대한 산모관리,Maternal care for stenosis of vagina (acquired)(congenital),N,,,X,60,8,양·한방 공통
O346,질협착에 대한 산모관리,Maternal care for stricture of vagina,N,,,X,60,8,양·한방 공통
O346,질종양에 대한 산모관리,Maternal care for tumour of vagina,N,,,X,60,8,양·한방 공통
O3460,"질의 이상에 대한 산모관리, 임신 22주 미만","Maternal care for abnormality of vagina, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3460,"질의 이전 수술에 대한 산모관리, 임신 22주 미만","Maternal care for previous surgery to vagina, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3460,"격막질에 대한 산모관리, 임신 22주 미만","Maternal care for septate vagina, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3460,"질협착(후천성)(선천성)에 대한 산모관리, 임신 22주 미만","Maternal care for stenosis of vagina (acquired)(congenital), less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3460,"질협착에 대한 산모관리, 임신 22주 미만","Maternal care for stricture of vagina, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3460,"질종양에 대한 산모관리, 임신 22주 미만","Maternal care for tumour of vagina, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3461,"질의 이상에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for abnormality of vagina, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3461,"질의 이전 수술에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for previous surgery to vagina, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3461,"격막질에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for septate vagina, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3461,"질협착(후천성)(선천성)에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for stenosis of vagina (acquired)(congenital), 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3461,"질협착에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for stricture of vagina, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3461,"질종양에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for tumour of vagina, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3462,"질의 이상에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for abnormality of vagina, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3462,"질의 이전 수술에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for previous surgery to vagina, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3462,"격막질에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for septate vagina, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3462,"질협착(후천성)(선천성)에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for stenosis of vagina (acquired)(congenital), 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3462,"질협착에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for stricture of vagina, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3462,"질종양에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for tumour of vagina, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3463,"질의 이상에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for abnormality of vagina, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3463,"질의 이전 수술에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for previous surgery to vagina, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3463,"격막질에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for septate vagina, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3463,"질협착(후천성)(선천성)에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for stenosis of vagina (acquired)(congenital), 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3463,"질협착에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for stricture of vagina, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3463,"질종양에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for tumour of vagina, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3464,"질의 이상에 대한 산모관리, 임신 42주 이상","Maternal care for abnormality of vagina, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3464,"질의 이전 수술에 대한 산모관리, 임신 42주 이상","Maternal care for previous surgery to vagina, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3464,"격막질에 대한 산모관리, 임신 42주 이상","Maternal care for septate vagina, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3464,"질협착(후천성)(선천성)에 대한 산모관리, 임신 42주 이상","Maternal care for stenosis of vagina (acquired)(congenital), 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
